AGENCY_ID,PRIMARY_AGENCY_ID,PROD_ABBR,PROD_LINE,STATE_ABBR,STAT_PROFILE_DATE_YEAR,RETENTION_POLY_QTY,POLY_INFORCE_QTY,PREV_POLY_INFORCE_QTY,NB_WRTN_PREM_AMT,WRTN_PREM_AMT,PREV_WRTN_PREM_AMT,PRD_ERND_PREM_AMT,PRD_INCRD_LOSSES_AMT,MONTHS,RETENTION_RATIO,LOSS_RATIO,LOSS_RATIO_3YR,GROWTH_RATE_3YR,AGENCY_APPOINTMENT_YEAR,ACTIVE_PRODUCERS,MAX_AGE,MIN_AGE,VENDOR_IND,VENDOR,PL_START_YEAR,PL_END_YEAR,COMMISIONS_START_YEAR,COMMISIONS_END_YEAR,CL_START_YEAR,CL_END_YEAR,ACTIVITY_NOTES_START_YEAR,ACTIVITY_NOTES_END_YEAR,CL_BOUND_CT_MDS,CL_QUO_CT_MDS,CL_BOUND_CT_SBZ,CL_QUO_CT_SBZ,CL_BOUND_CT_eQT,CL_QUO_CT_eQT,PL_BOUND_CT_ELINKS,PL_QUO_CT_ELINKS,PL_BOUND_CT_PLRANK,PL_QUO_CT_PLRANK,PL_BOUND_CT_eQTte,PL_QUO_CT_eQTte,PL_BOUND_CT_APPLIED,PL_QUO_CT_APPLIED,PL_BOUND_CT_TRANSACTNOW,PL_QUO_CT_TRANSACTNOW
3,3,BOP,CL,IN,2014,0,0,0,0,22293,21616,21988.19,0,12,99999,0,0.381667016,-0.115753905,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,BOP,CL,IN,2015,0,0,0,0,16094,15460,9379.11,492.2,5,99999,0.030582826,99999,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,BOP,CL,KY,2005,0,0,0,0,1796.91,2129.48,2503.38,0,8,99999,0,99999,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,BOP,CL,KY,2006,0,0,0,0,3281.44,3509.01,3454.15,1869.13,12,99999,0.569606636,0.69538969,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,BOP,CL,KY,2007,0,0,0,0,2402.49,3281.44,3028.82,0,12,99999,0,0.472728542,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,BOP,CL,KY,2008,0,0,0,0,2924.39,2402.49,2941.79,1755,12,99999,0.600125154,0.445760254,-0.082901913,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,BOP,CL,KY,2009,0,0,0,733.46,3660.64,2924.39,3645.43,0,12,99999,0,0.337674382,-0.148077899,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,BOP,CL,KY,2010,0,0,0,0,2836.01,3660.64,2794.51,129.68,12,99999,0.045726214,0.338718644,-0.143914947,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,BOP,CL,KY,2011,0,0,0,0,3795.52,2836.01,2663.81,0,12,99999,0,0.357037579,-0.078701876,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,BOP,CL,KY,2012,0,0,0,0,2662.54,3795.52,2124.18,0,12,99999,0,0.327769075,-0.050957377,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,BOP,CL,KY,2013,0,0,0,0,1907.73,2662.54,2197.54,0,12,99999,0,0.448944554,-0.000055442,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,BOP,CL,KY,2014,0,0,0,0,2461.88,1907.73,2283.15,0,12,99999,0,0.381667016,-0.115753905,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,BOP,CL,KY,2015,0,0,0,0,375.42,375.42,1013.89,0,5,99999,0,99999,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,IN,2005,0,0,0,49,101913.67,113084.2,287741.66,73162.57,8,99999,0.717887699,99999,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,IN,2006,0,0,0,2817,364406.64,423410.27,379420.61,411481.5,12,99999,1.129182224,0.69538969,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,IN,2007,0,0,0,550,396955.58,364406.64,392696.45,60919.36,12,99999,0.153466441,0.472728542,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,IN,2008,0,0,0,6877,328602.9,396955.58,350467.29,137430.39,12,99999,0.418226346,0.445760254,-0.082901913,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,IN,2009,0,0,0,0,254781.66,328602.9,282779.56,118266.72,12,99999,0.464188513,0.337674382,-0.148077899,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,IN,2010,0,0,0,0,274300.4,254781.66,276854.68,46226.88,12,99999,0.168526477,0.338718644,-0.143914947,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,IN,2011,0,0,0,134,269472.98,274300.4,268449.71,169656.62,12,99999,0.629586759,0.357037579,-0.078701876,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,IN,2012,0,0,0,0,193159.89,269472.98,202883.02,53898.98,12,99999,0.279038159,0.327769075,-0.050957377,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,IN,2013,0,0,0,60,214548.55,193159.89,209894.01,218503.15,12,99999,1.018432192,0.448944554,-0.000055442,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,IN,2014,0,0,0,2465,109142.47,214548.55,122915.23,82425.97,12,99999,0.755214446,0.381667016,-0.115753905,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,IN,2015,0,0,0,0,65658.31,62079.95,47620.08,17937.39,5,99999,0.27319299,99999,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,KY,2005,0,0,0,0,10019.49,8682.98,6769.34,463.11,8,99999,0.046220915,99999,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,KY,2006,0,0,0,0,12225.65,10907.66,11856.6,0,12,99999,0,0.69538969,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,KY,2007,0,0,0,0,9274.23,12225.65,10516.02,442.07,12,99999,0.047666491,0.472728542,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,KY,2008,0,0,0,0,8449.77,9274.23,9021.83,0,12,99999,0,0.445760254,-0.082901913,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,KY,2009,0,0,0,0,7874.31,8449.77,8386.61,0,12,99999,0,0.337674382,-0.148077899,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,KY,2010,0,0,0,0,3633.29,7874.31,6545.1,0,12,99999,0,0.338718644,-0.143914947,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,KY,2011,0,0,0,100.06,3955.56,3633.29,4063.96,0,12,99999,0,0.357037579,-0.078701876,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,KY,2012,0,0,0,121.61,3897.56,3955.56,3769.75,0,12,99999,0,0.327769075,-0.050957377,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,KY,2013,0,0,0,0,4054.72,3897.56,3932.96,0,12,99999,0,0.448944554,-0.000055442,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,KY,2014,0,0,0,0,4302.56,4054.72,4063.16,0,12,99999,0,0.381667016,-0.115753905,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,KY,2015,0,0,0,0,-0.01,0,1779.87,0,5,99999,99999,99999,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,MI,2010,0,0,99999,0,0,99999,0,0,11,99999,99999,0.338718644,-0.143914947,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,MI,2011,0,0,0,0,0,0,0,0,12,99999,99999,0.357037579,-0.078701876,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,MI,2012,0,0,0,0,0,0,0,0,9,99999,99999,0.327769075,-0.050957377,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,MI,2013,0,0,0,0,0,0,0,0,12,99999,99999,0.448944554,-0.000055442,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,MI,2014,0,0,0,0,0,0,0,0,12,99999,99999,0.381667016,-0.115753905,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,MI,2015,0,0,0,0,0,0,0,0,5,99999,99999,99999,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,OH,2005,0,0,99999,0,0,99999,0,0,3,99999,99999,99999,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,OH,2006,0,0,0,0,0,0,0,0,12,99999,99999,0.69538969,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,OH,2007,0,0,0,0,0,0,0,0,12,99999,99999,0.472728542,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,OH,2008,0,0,0,0,0,0,0,0,2,99999,99999,0.445760254,-0.082901913,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,OH,2009,0,0,99999,0,0,99999,0,0,2,99999,99999,0.337674382,-0.148077899,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,OH,2010,0,0,0,0,0,0,0,0,12,99999,99999,0.338718644,-0.143914947,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,OH,2011,0,0,0,0,0,0,0,0,12,99999,99999,0.357037579,-0.078701876,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,OH,2012,0,0,0,0,0,0,0,0,12,99999,99999,0.327769075,-0.050957377,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,OH,2013,0,0,0,0,0,0,0,0,12,99999,99999,0.448944554,-0.000055442,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,OH,2014,0,0,0,0,0,0,0,0,12,99999,99999,0.381667016,-0.115753905,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,OH,2015,0,0,0,0,0,0,0,0,5,99999,99999,99999,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,PA,2005,0,0,0,0,0,0,0,0,8,99999,99999,99999,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,PA,2006,0,0,0,0,0,0,0,0,12,99999,99999,0.69538969,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,PA,2007,0,0,0,0,0,0,0,0,12,99999,99999,0.472728542,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,PA,2008,0,0,0,0,0,0,0,0,12,99999,99999,0.445760254,-0.082901913,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,PA,2009,0,0,0,0,0,0,0,0,12,99999,99999,0.337674382,-0.148077899,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,PA,2010,0,0,0,0,0,0,0,0,12,99999,99999,0.338718644,-0.143914947,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,PA,2011,0,0,0,0,0,0,0,0,12,99999,99999,0.357037579,-0.078701876,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,PA,2012,0,0,0,0,0,0,0,0,2,99999,99999,0.327769075,-0.050957377,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,PA,2013,0,0,99999,0,0,99999,0,0,1,99999,99999,0.448944554,-0.000055442,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,PA,2014,0,0,0,0,0,0,0,0,12,99999,99999,0.381667016,-0.115753905,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
3,3,COMMAUTO,CL,PA,2015,0,0,0,0,0,0,0,0,5,99999,99999,99999,99999,1957,14,85,48,N,Unknown,99999,99999,99999,99999,99999,99999,99999,99999,0,1,0,0,0,0,0,0,0,103,50,288,0,0,0,0
